Date,Ticker,Headline,Description
2020-04-21,TIM,Telecom Italia and Open Fiber crank up war of words over single network,"A war of words between Telecom Italia  (TIM) and Open Fiber over the creation of a single broadband network in Italy escalated on Tuesday as Telecom Italia called its smaller rival's business model a ""failure""."
2020-04-21,AMZN,"In Versailles, king of online retail Amazon fights unions backlash","Amazon  made its case on Tuesday in a French court of appeal to keep deliveries on track in the country, rejecting unions' allegations that it was not doing its best to protect employees from COVID-19."
2020-04-21,CPC,CPC oil producers eye boost to flows via Russia from May,"Kazakh oil producers, which export crude via the Caspian  pipeline consortium (CPC), are seeking to divert flows to Russia's Transneft from May in an attempt to minimize losses as CPC Blend margins and demand fall, five market sources said."
2020-04-21,AMZN,Amazon extends closure of French warehouses until April 25: statement,"Amazon  is extending the closure of its French warehouses until April 25 included, the online retail giant said in a written statement on Tuesday."
2020-04-21,UK,Germany's BaFin fines BlackRock for late filing of voting rights,"The German financial markets watchdog BaFin said on Tuesday it had fined BlackRock Investment Management (UK) Ltd  744,000 euros ($809,000) for failure to file voting rights notifications in a timely way."
2020-04-21,KO,Coronavirus lockdowns to hurt Coca-Cola's second quarter sales,"Coca-Cola Co  said on Tuesday its expected current-quarter results to take a hit as restaurants, theaters and other venues that represent about half of the company's revenue remain closed because of the coronavirus pandemic."
2020-04-21,AMZN,Google drops charges on shopping service to counter Amazon's surging ad sales,"Google said on Tuesday it would stop charging merchants to place products on its Google Shopping search page as it looks to win e-commerce advertising business from Amazon.com Inc and other online retailers, just as they are struggling to supply customers with some items due to the coronavirus pandemic."
2020-04-21,GOOGL,Google drops charges on shopping service to counter Amazon's surging ad sales,"Google said on Tuesday it would stop charging merchants to place products on its Google Shopping search page as it looks to win e-commerce advertising business from Amazon.com Inc and other online retailers, just as they are struggling to supply customers with some items due to the coronavirus pandemic."
2020-04-20,UAW,"UAW, Detroit automakers in talks over safety rules to reopen U.S. plants","Detroit's automakers and the United Auto Workers (UAW) union are in talks about safely restarting U.S. production halted by the coronavirus pandemic, but local union leaders said on Monday any workers who feel sick must be allowed to self quarantine without losing pay."
2020-04-20,T,Some life insurers hit pause on older Americans during coronavirus crisis,(This April 17 story corrects to fix name of company in second paragraph to make it Protective Life Insurance Co instead of Protective Insurance Co.)
2020-04-19,CDB,China's CDB Financial scraps purchase of 29 Boeing 737 MAX jets,"China Development Bank (CDB) Financial Leasing Co  said on Monday it had agreed with Boeing Co  to cancel the purchase of 29 undelivered 737 MAX jets, adding to a string of recent cancellations of the grounded airplane."
2020-04-19,BA,China's CDB Financial scraps purchase of 29 Boeing 737 MAX jets,"China Development Bank (CDB) Financial Leasing Co  said on Monday it had agreed with Boeing Co  to cancel the purchase of 29 undelivered 737 MAX jets, adding to a string of recent cancellations of the grounded airplane."
2020-04-19,META,Facebook to introduce gaming app on Monday: New York Times,"Facebook Inc  is planning to launch a gaming mobile app on Monday focused mainly on live game streaming in a bid to take on Amazon.com Inc's  Twitch, Google's  YouTube and Microsoft Corp's  Mixer services, the New York Times reported on Sunday."
2020-04-19,MSFT,Facebook to introduce gaming app on Monday: New York Times,"Facebook Inc  is planning to launch a gaming mobile app on Monday focused mainly on live game streaming in a bid to take on Amazon.com Inc's  Twitch, Google's  YouTube and Microsoft Corp's  Mixer services, the New York Times reported on Sunday."
2020-04-19,AMZN,Facebook to introduce gaming app on Monday: New York Times,"Facebook Inc  is planning to launch a gaming mobile app on Monday focused mainly on live game streaming in a bid to take on Amazon.com Inc's  Twitch, Google's  YouTube and Microsoft Corp's  Mixer services, the New York Times reported on Sunday."
2020-04-19,GOOGL,Facebook to introduce gaming app on Monday: New York Times,"Facebook Inc  is planning to launch a gaming mobile app on Monday focused mainly on live game streaming in a bid to take on Amazon.com Inc's  Twitch, Google's  YouTube and Microsoft Corp's  Mixer services, the New York Times reported on Sunday."
2020-04-19,AMZN,Amazon to extend French warehouse closures after union dispute,"Amazon  will keep its six warehouses in France closed until at least April 22 after a stand-off with unions over sanitary conditions amid the coronavirus outbreak, it said on Sunday."
2020-04-18,AMZN,Exclusive: Amazon deploys thermal cameras at warehouses to scan for fevers faster,"Amazon.com Inc has started to use thermal cameras at its warehouses to speed up screening for feverish workers who could be infected with the coronavirus, employees told Reuters."
2020-04-18,MSFT,U.S. judge puts Amazon challenge to Pentagon JEDI contract on hold,A U.S. judge on Friday put on hold a suit by Amazon.com Inc  challenging the Pentagon's decision to award a $10 billion contract to Microsoft Corp .
2020-04-18,AMZN,U.S. judge puts Amazon challenge to Pentagon JEDI contract on hold,A U.S. judge on Friday put on hold a suit by Amazon.com Inc  challenging the Pentagon's decision to award a $10 billion contract to Microsoft Corp .
2020-04-18,WMT,"Walmart to hire 50,000 more workers in coronavirus-driven hiring spree","Walmart Inc  said on Friday it would hire 50,000 more workers at its stores, clubs and distribution centers to meet a surge in demand for groceries and household essentials from consumers stockpiling during the coronavirus outbreak."
2020-04-17,NFLX,Netflix adds $50 million to relief fund for production workers,"Netflix Inc  has increased the amount of money in its coronavirus emergency relief fund by $50 million, bringing the total for displaced production workers to $150 million, a company spokeswoman said on Friday."
2020-04-17,GS,Exclusive: Norwegian Cruise taps Goldman Sachs to explore stake sale - sources,"Norwegian Cruise Line Holdings Ltd  has hired investment bank Goldman Sachs Group Inc  to explore financing options that could include the sale of a stake in the company, people familiar with the matter said on Friday."
2020-04-17,BA,Wall Street gains on Boeing surge and coronavirus drug hopes,"U.S. stocks rose on Friday and also posted gains for the week, boosted by a surge in Boeing shares, President Donald Trump's plan to reopen the coronavirus-battered economy and hopes of a potential drug by Gilead to treat COVID-19."
2020-04-17,GOOGL,Google to waive ad serving fees for news publishers amid virus crisis,Alphabet Inc's  Google said on Friday it will waive for the next five months the small fee it charges news publishers to decide which ads to show on their online properties.
2020-04-17,BA,Boeing to restart operations at Philadelphia area plants next week,Boeing Co  said on Friday it would resume operations at production facilities in Philadelphia next week after a two week suspension due to the spread of the coronavirus.
2020-04-17,INTC,Ford's three-part unsecured debt offering worth $8 billion: IFR,"Ford Motor Co  will launch a three-part unsecured debt offering of $8 billion, yielding up to 9.6% on the 10-year loan, capital markets intelligence provider International Financing Review reported on Friday."
